36.9351, 7.78633
0.770454, 48.3137
22.8328, 34.9678
33.7982, 2.52481
36.6065, 14.9077
29.901, 16.6948
36.2083, 11.2161
11.2609, 32.6376
25.1311, 2.58192
10.8326, 25.3411
29.3096, 42.222
3.4601, 23.0931
5.01972, 24.015
46.1891, 44.948
10.4963, 26.5407
19.1485, 47.1437
27.3915, 22.3035
16.85, 8.92737
32.3068, 3.93409
16.5429, 39.734
35.7509, 41.1145
33.4717, 21.1283
11.5637, 4.73994
24.7744, 40.4985
15.8184, 40.0826
2.21114, 41.8539
37.8683, 47.968
23.5736, 1.57694
18.9424, 39.3755
11.7938, 34.5259
30.9657, 5.95008
21.4916, 11.0934
42.6987, 28.5062
20.6608, 49.4803
25.7429, 26.8606
14.5732, 36.5542
44.8559, 45.5404
30.8573, 4.02683
9.32645, 14.2969
35.3093, 42.1114
38.0504, 35.9966
5.3983, 34.8387
31.8974, 23.6995
13.235, 34.584
39.7795, 11.4486
47.716, 3.15917
32.7641, 2.69775
4.10085, 46.3919
24.1383, 22.5017
1.96429, 33.2446
27.8974, 27.9256
3.68691, 15.59
26.9419, 0.841681
28.957, 3.24244
6.25759, 29.1937
31.0073, 19.0571
8.95481, 4.23092
16.9782, 21.1031
7.36617, 38.0687
40.8647, 10.9472
13.5975, 34.6796
42.2902, 26.5303
20.7513, 20.258
49.9138, 44.7915
33.8202, 23.7222
28.4789, 19.3793
11.6686, 5.4313
32.9165, 33.6955
13.4356, 8.00694
10.0124, 23.1859
49.4134, 15.5926
43.348, 11.4118
3.89436, 11.3255
1.55157, 0.757927
9.93033, 48.3258
38.7834, 26.3634
26.0197, 14.0939
44.1332, 6.45886
45.8208, 23.0377
37.1195, 0.417299
14.4103, 28.7571
46.8138, 49.4062
28.8436, 48.8577
24.5731, 2.62744
19.5745, 16.147
34.6206, 8.18139
29.8297, 19.3443
37.963, 26.9673
42.2588, 13.9652
49.8749, 1.01392
36.1712, 8.76485
8.10728, 11.1669
26.2507, 25.0278
46.2632, 2.60743
11.5671, 35.2182
20.129, 49.7624
23.391, 28.207
17.6167, 42.0752
33.0912, 10.8856
41.3315, 9.45511
